"","overall_rating","age","height_cm","weight_kgs","potential","value_euro","wage_euro","preferred_foot","ir1","ir2","ir3","ir4","ir5","weak_foot_1","weak_foot_2","weak_foot_3","weak_foot_4","weak_foot_5","skills_2","skills_3","skills_4","skills_5","work_rate_LL","work_rate_LM","work_rate_LH","work_rate_ML","work_rate_MM","work_rate_MH","work_rate_HL","work_rate_HM","work_rate_HH","release_clause_euro","club_rating","club_jersey_number","crossing","finishing","heading_accuracy","short_passing","volleys","dribbling","curve","freekick_accuracy","long_passing","ball_control","acceleration","sprint_speed","agility","reactions","balance","shot_power","jumping","stamina","strength","long_shots","aggression","interceptions","positioning","vision","penalties","composure","marking","standing_tackle","sliding_tackle"
"work_rate_HL",0.0901255241792017,0.103437667849519,0.0732267669773063,0.107300091294745,0.0198962064433749,0.0254991720608764,0.0386755757599236,0.0392404445901705,-0.0411813662180533,0.0366780127355313,0.0177045931336271,0.00477127726047314,-0.00610270596209979,-8.48956444538282e-05,0.0155994424328984,0.0197953606986646,-0.037944143115903,-0.012717029032507,0.133660785228586,-0.103368899509236,-0.0643914681712668,-0.012544455783867,-0.0859602385288917,-0.0723393604431724,-0.16911036495951,-0.0568159882600358,-0.0159284573811644,-0.0633954499161785,1,-0.084533293515058,-0.330401607981984,0.0251248963388799,0.0347693569318178,-0.0535096917854117,-0.0630970915275757,-0.166695403606682,0.142611022227281,0.0497783658858903,-0.133250947719352,-0.119774574226044,-0.107078212301216,-0.0691800765013459,0.0900616327962925,-0.0436649872634871,-0.146948154096471,-0.136153334335834,-0.116705480172425,0.0780977249031469,-0.100582983125904,-0.0544106210823229,0.124984084176199,0.132392516890589,0.179645366585904,-0.088196242741342,0.245075629308024,0.256949102580721,-0.155133994240544,-0.0619817366323431,-0.122830288434678,0.0599535659892202,0.248408971102059,0.255155351669437,0.248723081293878
"work_rate_HM",0.00990555100600342,0.0221551088857293,0.000950007539724281,-0.0173884450931095,-0.00981292865080005,-0.0012508929635932,-0.00214594955103298,0.0110189964663726,-0.0303150858615849,0.0269572067914216,0.00943654222875903,0.0022325837727126,0.0262609965761357,-0.0120329987820001,-0.017662967685411,-0.017198528114428,0.0403655151563757,0.00644953152180423,-0.117750832881329,0.0943027049461602,0.0456846775959894,0.0287096526996294,-0.0614172882034811,-0.0516853771560969,-0.120826793883584,-0.0405941628972956,-0.0113806414960916,-0.0452950885772918,-0.084533293515058,1,-0.236066943596285,-0.00250131409682501,-0.00928943717294936,0.0327172623438349,0.0202992956813102,0.196762072930087,-0.0355412636954946,0.000954825510278987,0.176880504878044,0.117482080468442,0.105817461291465,0.0866524648703956,-0.0499446007771063,0.0873472311378389,0.0519232295942394,0.0558087823005115,0.0786397218881761,-0.00392634164270142,0.0403895537837713,0.110444942244148,-0.0598377872908813,-0.120588162601415,-0.0597755665572275,0.132792963471491,-0.157890235263963,-0.245224896964175,0.149807637244059,0.0887848977096616,0.171884306326156,0.034327889326093,-0.248665961936326,-0.26415844288657,-0.262994244007286
"work_rate_HH",-0.243856700094874,-0.171802595226839,0.00238961729646192,-0.0252424652632696,-0.103044578681955,-0.12708298657982,-0.121008224518614,-0.00746376591248725,0.112619415270854,-0.089701538409424,-0.056843508708808,-0.0322274643336469,-0.0170423638336426,-0.00576648414017714,0.0104081053958775,0.0630135461074435,-0.0875310355952407,-0.0145818858835998,0.146118982945531,-0.104356771560697,-0.0853796320964833,-0.026367568602339,-0.240051817887687,-0.20201427167259,-0.472256141059174,-0.158663836912493,-0.0444816721769553,-0.177037584569656,-0.330401607981984,-0.236066943596285,1,-0.122900324320926,-0.0982874007690046,0.0456329908645217,-0.137702450941108,-0.154281818623514,-0.120542898140222,-0.129700189602119,-0.155610718820113,-0.152210387079165,-0.148083186840796,-0.112457442672058,-0.0861124082255264,-0.167303887097442,-0.120098456790294,-0.129138556542476,-0.125226970561511,-0.203590177651931,-0.061783708699251,-0.177776500582049,-0.109925630246043,-0.212958999625265,-0.095457539252024,-0.163433180009514,-0.136095580346816,-0.0228910114846639,-0.173284336450088,-0.134561656610892,-0.130699595158622,-0.212869063353681,-0.0117613220642104,0.00338286667421866,0.0111692718199554
"release_clause_euro",0.587841146650928,0.0744230495257728,0.0223222813267541,0.0518634118327496,0.536870524987765,0.994715926748553,0.865391071939775,-0.00808172499052506,-0.474198979039797,0.240679811360212,0.411942532494972,0.325487361975023,0.215849675399434,-0.00568731526790352,-0.0636463350074309,-0.080989200688685,0.148022308124243,0.0760780547212856,-0.228047838435857,0.0411938517673697,0.350769495012476,0.191846221532185,0.108885234201211,0.0300467792742597,0.0826579516818631,-0.0193350024974743,-0.0138566002019452,-0.0358445260568298,0.0251248963388799,-0.00250131409682501,-0.122900324320926,1,0.551909822722534,-0.0797849412312579,0.278621333667571,0.274051863662713,0.222525956074445,0.423640305705941,0.307581117765121,0.352021619351349,0.308222482875459,0.274904317917284,0.326978713262096,0.442106529223128,0.162513293657899,0.162700733077748,0.184617841107035,0.516204742164847,0.105674879304314,0.323244478667372,0.0964804023181766,0.243882282325273,0.110077954944633,0.304605456207599,0.18122166869087,0.124741846182656,0.29750699645472,0.348592921009085,0.258994729630918,0.465223623103213,0.123548198205498,0.0960399896073569,0.0730029496836462
"club_rating",0.620425189344681,0.0127103364810081,0.0267266349071854,0.0523021742461274,0.688466053129502,0.547379016752369,0.55406365618551,-0.0392599952015252,-0.40464173163742,0.29494866386724,0.252029328736871,0.13603306135398,0.045287223418286,-0.00906574758561993,-0.0530122609555125,-0.0489362359426563,0.103771184958808,0.0509052071561161,-0.289271075790348,0.166945354859977,0.242860906781227,0.089117048798781,0.0740641638157163,0.0122249885531954,0.0621501565807638,0.00914841976644721,-0.025463047950832,-0.0236904908128653,0.0347693569318178,-0.00928943717294936,-0.0982874007690046,0.551909822722534,1,0.0643970714127842,0.298765908045643,0.210817074077247,0.286720116340244,0.473661017154923,0.267746933113455,0.35962583191727,0.299674317395065,0.24112002115369,0.358360945213499,0.467443825882481,0.112719143948803,0.119458390836253,0.124953092888668,0.531819901827693,0.0613638107341581,0.330854457943329,0.0803108693824931,0.147673983624261,0.0947865277875568,0.273794200856487,0.225579290515884,0.20363946568097,0.253239844653778,0.313929620697348,0.240703935798778,0.468610557841879,0.202565973067308,0.189135776336743,0.17710517482759
"club_jersey_number",-0.200637472547827,-0.238049204699216,-0.0377493860857486,-0.0999749318165583,0.0169963564573618,-0.0833016433530253,-0.0790996914257325,0.0143488243966472,0.057339087696722,-0.044916513803056,-0.0254343539160228,-0.027377110658613,-0.0123301567282151,-0.0144516538340866,0.016705828856094,0.0119911100148903,-0.0277256254480351,-0.0105185074304694,0.0281760176722407,-0.0213515070055933,-0.0130787865884956,-0.0084663061550088,-0.0382405569774416,0.0186829258147554,-0.00762248377366118,-0.013675054553583,-0.000719741787742424,-0.0192988684059766,-0.0535096917854117,0.0327172623438349,0.0456329908645217,-0.0797849412312579,0.0643970714127842,1,-0.0936351896691401,0.00688692269143353,-0.121926458896316,-0.13921357397717,-0.0210876271655512,-0.0242950892223626,-0.0612930151250974,-0.073725105208976,-0.142201477524466,-0.101168015138542,0.0316559542967034,0.021461852496047,-0.0183392282313204,-0.176183781388128,0.0266615856046004,-0.0607547397164281,-0.103867511592985,-0.167467199459494,-0.154928088956972,-0.0489744976898441,-0.171771429335592,-0.172741452762172,-0.0123439415659613,-0.0688456776307252,-0.0153887027995701,-0.17470546943992,-0.165331352948869,-0.148589055136257,-0.134533714580957
"crossing",0.500779885659461,0.267983385439307,-0.272571143538043,-0.252672947990591,0.266448424929398,0.284941690952514,0.271814961319316,-0.191783191139451,-0.265075292349694,0.211092680617591,0.134086823948502,0.0776934852178528,0.0330418545606502,0.00103911569261507,-0.120482497039925,-0.0717964398811293,0.197827158388324,0.0657454698566786,-0.538995217475508,0.410768231658597,0.264850369306145,0.0814898670840386,0.130278903140682,0.0517759198861535,0.230227204020389,-0.12599936034571,-0.00698327177948716,-0.157909374785556,-0.0630970915275757,0.0202992956813102,-0.137702450941108,0.278621333667571,0.298765908045643,-0.0936351896691401,1,0.420738741312844,-0.126843508832726,0.630519608230823,0.475118355786534,0.715749664996132,0.718648722170126,0.619157512678096,0.59258444769036,0.686083024294954,0.438584361136911,0.391718228942158,0.54565536380506,0.468973919223444,0.437597656589822,0.465881241889447,-0.0287064427811841,0.359632485471524,-0.170275206740829,0.555246037684047,0.108110480342416,0.128048055087167,0.59386640625373,0.64834607287377,0.378857417956139,0.476364803963372,0.095232957018234,0.0876354043474455,0.0819024319259796
"finishing",0.383452713024651,0.151197911767089,-0.155900598314397,-0.128655635407383,0.255950453499362,0.281033754577333,0.238442608664625,0.0303518790517566,-0.215081030998588,0.157317064454279,0.13018066199652,0.0721317979916953,0.0444431251494448,-0.0146816707894957,-0.209180081332082,-0.042390723046909,0.251443350015522,0.0740227972993803,-0.58054625031864,0.445240889546211,0.28228128300125,0.0759189095611659,0.116401472226377,0.186844796497494,0.199583344677468,-0.16604615201223,0.0234068608410815,-0.200100312799626,-0.166695403606682,0.196762072930087,-0.154281818623514,0.274051863662713,0.210817074077247,0.00688692269143353,0.420738741312844,1,0.00417563054201447,0.410245512261891,0.818695628093782,0.709639133609314,0.619828229087484,0.543484798578255,0.230047728583393,0.653940569473,0.375289142001303,0.347932752662161,0.484831741320943,0.357408199927037,0.315664938726614,0.709448932658292,-0.0611203769586237,0.128650896182734,-0.119177883113182,0.804696962227079,-0.191521612710713,-0.48713053192502,0.819196941467167,0.662841060453232,0.746441688032768,0.422922791813524,-0.496398536992147,-0.552228683002546,-0.579174687531014
"heading_accuracy",0.476425593501883,0.353994902481202,0.330644860729306,0.521116765985137,0.223915215550547,0.227939184221133,0.23983311975338,0.0689527195077784,-0.2484732583678,0.200342461450063,0.124505953941531,0.0638759335219772,0.030829549462157,0.00581408239417078,0.00681353673144775,-0.00439943009365446,0.00443125781569999,-0.0201816574514662,0.0992160876609811,-0.0805212615589641,-0.0379025323681053,-0.0174790678444203,0.0384567389978856,-0.00222215858524751,-0.0480464879187399,0.107849313937168,0.00418073563017272,0.098102493877023,0.142611022227281,-0.0355412636954946,-0.120542898140222,0.222525956074445,0.286720116340244,-0.121926458896316,-0.126843508832726,0.00417563054201447,1,0.147680391884418,0.0664610964947419,-0.12628431028607,-0.0861290767019402,-0.0674887198677682,0.0737268367002144,0.08091019792819,-0.334084909976211,-0.238169232000745,-0.340175283897954,0.417725806373455,-0.460459779389834,0.190024588170887,0.366516023240107,0.166262082647646,0.649328612476756,0.035481834181855,0.468542496678523,0.292940723216531,-0.0239060035239208,-0.0693903441329114,0.114691133044012,0.35227070478776,0.278595160571422,0.263010089247224,0.241000117506482
"short_passing",0.730536634819492,0.314222155079688,-0.106141609253352,-0.0687446773370366,0.489972241425353,0.430954147111932,0.393244577289594,-0.0342786054030582,-0.359960425954722,0.277866970869841,0.200245555074428,0.105797441822221,0.0378298079083466,-0.00757371355861565,-0.1556906812585,-0.0427863177259107,0.198597263786597,0.0635546999199602,-0.4940426275073,0.36125352385475,0.2736054122043,0.0788625147650451,0.132373467836823,0.0164965347816256,0.0988916602144003,-0.039116834668497,-0.0044562235658661,-0.100156469652497,0.0497783658858903,0.000954825510278987,-0.129700189602119,0.423640305705941,0.473661017154923,-0.13921357397717,0.630519608230823,0.410245512261891,0.147680391884418,1,0.473613443687271,0.645151045635828,0.616158254657037,0.583605171763808,0.845767310610153,0.806861173429375,0.173239919535138,0.14374572413549,0.363257669495293,0.668422601481653,0.253537269454892,0.568058083097666,0.0340879842055139,0.384923475913419,0.0594622397481233,0.585089715244856,0.309228613368335,0.284892971894795,0.510367083569924,0.728255429663201,0.393198000992712,0.685038667402475,0.250220069578637,0.232984807020319,0.200629534886276
"volleys",0.457425157469992,0.25098520494154,-0.131721824495265,-0.0841749307160876,0.267182444602861,0.318741702129104,0.287702453265714,0.0166252215758365,-0.305566353152755,0.231898446568068,0.172221953796629,0.0982560812138814,0.0478197298820659,-0.0101368424805292,-0.183868155355253,-0.0782198162564711,0.27177143023009,0.0721201924706846,-0.567266738310372,0.420239202706446,0.301426916483223,0.0961868989899738,0.121188776128644,0.156368439816265,0.170102405533169,-0.13492642065595,0.0261873088816293,-0.163425691484761,-0.133250947719352,0.176880504878044,-0.155610718820113,0.307581117765121,0.267746933113455,-0.0210876271655512,0.475118355786534,0.818695628093782,0.0664610964947419,0.473613443687271,1,0.67375352361605,0.693195558185834,0.620444777709433,0.317786223545967,0.659606238927071,0.309712909595423,0.279935505775536,0.44816978261111,0.437765391533814,0.294409823737058,0.734412657370401,-0.0228821453433572,0.152345870499408,-0.0662308544471382,0.788747451100577,-0.0617566990043279,-0.335391864624733,0.74763374401105,0.66387761421705,0.73476465628933,0.50850217496143,-0.354880430795931,-0.401902715486855,-0.430204975993655
"dribbling",0.525977224703876,0.112993895672354,-0.259594243933712,-0.277421842525155,0.413664183739635,0.358630278989894,0.313539637182687,-0.0811374291525018,-0.268765344948301,0.199865751100502,0.163363552045259,0.0776799344563629,0.0405022113364354,-0.0157488620788569,-0.182933865270681,-0.0622969293647833,0.247347418885429,0.0826355029188911,-0.701736011870785,0.532668892757911,0.348614662088181,0.108725674918464,0.132638546122506,0.129490542107485,0.244380672358197,-0.171408461112217,-0.00381653080825398,-0.228024659530772,-0.119774574226044,0.117482080468442,-0.152210387079165,0.352021619351349,0.35962583191727,-0.0242950892223626,0.715749664996132,0.709639133609314,-0.12628431028607,0.645151045635828,0.67375352361605,1,0.734142680547173,0.600653374385326,0.500371002557464,0.854591913193755,0.553890739445244,0.500453804958035,0.663054431105714,0.486209776705166,0.495885596794113,0.617595153874082,-0.0585823147992111,0.286555898170208,-0.227508800769058,0.726037943560223,-0.0499718721627064,-0.184554184997993,0.794780239850652,0.764036493762166,0.566326245503977,0.517767843790603,-0.206183862570351,-0.237714051214946,-0.252063855472138
"curve",0.50734682702326,0.265060046517333,-0.220103478303464,-0.197017677915622,0.300758322235227,0.316430525049335,0.291097086287311,-0.12480276678571,-0.303200243033699,0.23639036646528,0.162731454401113,0.0894739611027169,0.0405089987811782,-0.00257496402887693,-0.157648514866614,-0.0900233995632425,0.256471417170979,0.079247807760406,-0.604601493129156,0.448803227786224,0.319686701367959,0.101227186865769,0.119812121763443,0.105233995726066,0.203069218292931,-0.125494328436335,0.00672168507879754,-0.154387093336298,-0.107078212301216,0.105817461291465,-0.148083186840796,0.308222482875459,0.299674317395065,-0.0612930151250974,0.718648722170126,0.619828229087484,-0.0861290767019402,0.616158254657037,0.693195558185834,0.734142680547173,1,0.787786194767586,0.542594101895479,0.725833632006323,0.367051587760202,0.312562250591596,0.536630334766122,0.477572875471401,0.40939326938505,0.656369656092243,-0.0480033787977631,0.262229297977501,-0.15536495558427,0.733667606133821,0.0372793518803461,-0.0690070504762755,0.680591039912205,0.733715454623222,0.59648079238642,0.546570176673435,-0.102320439993173,-0.126749273784172,-0.146214410817054
"freekick_accuracy",0.459348614951216,0.309918285157883,-0.189610382391111,-0.153470765332204,0.231383834063741,0.283924719110429,0.257529684114523,-0.113866714085675,-0.277262162411047,0.216134556531531,0.145178994163522,0.088220633023052,0.0448988823087023,0.00110103037359737,-0.151860077494577,-0.0789292169608849,0.239163276414815,0.0679194754071728,-0.511209137877509,0.373243909424442,0.282835226615094,0.0875866921183507,0.092982101548711,0.0868904697978119,0.138704724070063,-0.0961406767647421,0.0080595676046894,-0.122438617536029,-0.0691800765013459,0.0866524648703956,-0.112457442672058,0.274904317917284,0.24112002115369,-0.073725105208976,0.619157512678096,0.543484798578255,-0.0674887198677682,0.583605171763808,0.620444777709433,0.600653374385326,0.787786194767586,1,0.555020841111775,0.629109196917786,0.221251431920665,0.165085428981389,0.412227623886662,0.43839358185569,0.327651655674749,0.6221659154496,-0.0676122676742453,0.220576720267517,-0.1149320657821,0.701450570892588,0.07542679039071,0.000514727737602154,0.567088927469703,0.684968338917294,0.594803918314527,0.503390835510632,-0.0420820905435515,-0.0563650675610707,-0.0817308317500043
"long_passing",0.59381788343138,0.311554125233809,-0.107736083205963,-0.0792354750839915,0.357668768738593,0.333643182304678,0.308818356046124,-0.053988598978336,-0.301175393570504,0.237392336298431,0.157471137274722,0.0898414728754231,0.0306726421194888,-0.00023996659125142,-0.11845374766247,-0.0324566148167826,0.149139200106991,0.0517253866955376,-0.37344147590197,0.275187558294126,0.201878910016518,0.0617154837163902,0.110084516643522,-0.0252486963830055,0.0463662873129587,-0.0142719540158273,-0.00347636001516854,-0.055067467498069,0.0900616327962925,-0.0499446007771063,-0.0861124082255264,0.326978713262096,0.358360945213499,-0.142201477524466,0.59258444769036,0.230047728583393,0.0737268367002144,0.845767310610153,0.317786223545967,0.500371002557464,0.542594101895479,0.555020841111775,1,0.642979012695675,0.0749009593485691,0.0442369878097746,0.27296883355319,0.544456257902319,0.211024172062106,0.455717702740415,0.00942965731676101,0.354465934865311,0.0494107776497478,0.472931988785773,0.35165076561004,0.424331634014599,0.33531034131115,0.656382712599982,0.24865692741126,0.590012702260715,0.377520493592185,0.383299027756633,0.359354568310189
"ball_control",0.725017449867826,0.262372696434843,-0.161353412098876,-0.132540957226202,0.510546720638969,0.450551303306515,0.405882658534158,-0.0528721237299641,-0.35871631255963,0.272017362832828,0.205323520902828,0.110839826110124,0.0497695080955349,-0.017958567256795,-0.197371395153313,-0.0530397104985014,0.251338901495318,0.0804795607903438,-0.6620528971463,0.490788570628658,0.35133469459649,0.111304280610294,0.132684291434017,0.100831180778068,0.186237646158947,-0.108266329088726,-0.00368766635150868,-0.173388386605449,-0.0436649872634871,0.0873472311378389,-0.167303887097442,0.442106529223128,0.467443825882481,-0.101168015138542,0.686083024294954,0.653940569473,0.08091019792819,0.806861173429375,0.659606238927071,0.854591913193755,0.725833632006323,0.629109196917786,0.642979012695675,1,0.372681783288088,0.336664429649499,0.541187494220404,0.654913316984425,0.365508968819179,0.678273064905624,0.0148371957996777,0.350820401859346,-0.0349807021574967,0.72873598679389,0.129588086779289,0.0022168965053906,0.725288779018913,0.782591269304841,0.564165239272283,0.689959630080983,-0.0247339528987291,-0.0634270829833259,-0.092527644900195
"acceleration",0.154514727553386,-0.204873121538036,-0.318234097488464,-0.418389939076023,0.232660296738435,0.164439508711943,0.107824792202558,-0.0653695391859403,-0.00488952092593621,-0.0195924808139637,0.0389183902964709,0.0180610149856587,0.0227803004459215,-0.0105683964344667,-0.0847077450490334,-0.056833906320516,0.147939009124813,0.0491086488785449,-0.428669596650253,0.316369078680001,0.229946117351884,0.0740504215372867,0.100081207746502,0.112852584726407,0.278579374638634,-0.153219392351989,-0.0239469888253665,-0.211290587160813,-0.146948154096471,0.0519232295942394,-0.120098456790294,0.162513293657899,0.112719143948803,0.0316559542967034,0.438584361136911,0.375289142001303,-0.334084909976211,0.173239919535138,0.309712909595423,0.553890739445244,0.367051587760202,0.221251431920665,0.0749009593485691,0.372681783288088,1,0.877469646266004,0.734125924635758,0.113275534919882,0.591437544452525,0.211419421992766,0.0564045184310284,0.273655020746432,-0.380841450153697,0.305175853802582,-0.232506146681111,-0.276179138397006,0.451394881954167,0.309388779100441,0.211053226323168,0.0871113777545087,-0.270954935803227,-0.292371169764696,-0.274587037780817
"sprint_speed",0.173652071221094,-0.19946504841186,-0.235997565513734,-0.31287099980689,0.238248768512593,0.164898864456486,0.11219325565318,-0.0618323392488513,-0.00226534381765357,-0.0228438047222851,0.0405961708289568,0.0169460284724944,0.0182538038094838,-0.00696222525735116,-0.0714623389442652,-0.0506947745493834,0.128555928610908,0.0401241472695474,-0.380665974903397,0.28419205553529,0.197358314821993,0.0659648001049702,0.100184282780464,0.106124671371583,0.274497952002787,-0.152207784767585,-0.0201006717714206,-0.195010186049376,-0.136153334335834,0.0558087823005115,-0.129138556542476,0.162700733077748,0.119458390836253,0.021461852496047,0.391718228942158,0.347932752662161,-0.238169232000745,0.14374572413549,0.279935505775536,0.500453804958035,0.312562250591596,0.165085428981389,0.0442369878097746,0.336664429649499,0.877469646266004,1,0.652221351089908,0.11515672352683,0.478954028935522,0.211838892133403,0.0811156506255134,0.291318496722792,-0.265658540634249,0.267402976943386,-0.188229555926059,-0.261699286468024,0.41274678908974,0.257708252499607,0.18224702041118,0.0911280389699503,-0.250581525861514,-0.272922411834168,-0.255574371461725
"agility",0.252946526413537,-0.010434107792269,-0.368230081955584,-0.491924281603329,0.208215704715491,0.19012304345923,0.14877096683215,-0.0588084008482911,-0.0852622616571488,0.0538143180049694,0.0626367384803404,0.0389334695083105,0.0291961348788111,-0.00734264627343428,-0.14249126876992,-0.0478931602031489,0.192009376587121,0.0618405114132944,-0.520948767891905,0.387875759473834,0.272131349590753,0.0908620206484197,0.103050890168811,0.113758171447619,0.237139591425797,-0.138846592129225,-0.0214576616252354,-0.210341781848524,-0.116705480172425,0.0786397218881761,-0.125226970561511,0.184617841107035,0.124953092888668,-0.0183392282313204,0.54565536380506,0.484831741320943,-0.340175283897954,0.363257669495293,0.44816978261111,0.663054431105714,0.536630334766122,0.412227623886662,0.27296883355319,0.541187494220404,0.734125924635758,0.652221351089908,1,0.244302851772791,0.710898021810358,0.340312652799922,0.0682914738790927,0.290265074093461,-0.424273227587077,0.472193229978853,-0.166565076235229,-0.221680281297603,0.55967502172991,0.517470813491878,0.335188925565248,0.259412131391283,-0.233981288507708,-0.266220837382045,-0.262178659310157
"reactions",0.854494884688974,0.465631246544443,0.00859175280710309,0.118660989407977,0.496965958630372,0.527284127970963,0.488272948750006,-0.0115486956830242,-0.444327391194414,0.338741296290859,0.252176347340745,0.134536675717041,0.0596180188699935,-0.00229277031719124,-0.100209816412832,-0.0791473304056399,0.187751130401272,0.0625166645435404,-0.393105199706018,0.256067466017397,0.276300722947532,0.091299561189408,0.148555979948625,0.0376257983035484,0.107271816044108,0.0135577350004672,-0.00630634861694214,-0.046457317666952,0.0780977249031469,-0.00392634164270142,-0.203590177651931,0.516204742164847,0.531819901827693,-0.176183781388128,0.468973919223444,0.357408199927037,0.417725806373455,0.668422601481653,0.437765391533814,0.486209776705166,0.477572875471401,0.43839358185569,0.544456257902319,0.654913316984425,0.113275534919882,0.11515672352683,0.244302851772791,1,0.1024508544017,0.512463741952202,0.215783904664934,0.446941675845825,0.280139601423217,0.489280237264755,0.447529567723066,0.341312360316154,0.45998553297706,0.533740334058608,0.378557470099103,0.748246780019577,0.289319554542015,0.252683558445941,0.217192927415328
"balance",0.0686752134092521,-0.0883310456486227,-0.475064552499864,-0.647428463678551,0.1192015193574,0.10741594756646,0.0784243090315259,-0.0511284928881863,-0.039921488085156,0.0209686101348747,0.0373779958333086,0.019767546583105,0.0111338815366717,-0.0103624413341052,-0.0994321251888642,-0.0347882470062968,0.131742090726902,0.0576502147090262,-0.381145036011545,0.285036976590633,0.197700623502326,0.0614640104155687,0.0731627993846594,0.0641444443822914,0.178375919250076,-0.114418336383254,-0.021697419175425,-0.162192533782087,-0.100582983125904,0.0403895537837713,-0.061783708699251,0.105674879304314,0.0613638107341581,0.0266615856046004,0.437597656589822,0.315664938726614,-0.460459779389834,0.253537269454892,0.294409823737058,0.495885596794113,0.40939326938505,0.327651655674749,0.211024172062106,0.365508968819179,0.591437544452525,0.478954028935522,0.710898021810358,0.1024508544017,1,0.183940987465766,0.0431081328083737,0.15934523238721,-0.590944597734092,0.314893624064159,-0.206292126147789,-0.170767414419597,0.388583610690828,0.391123323189806,0.225763411436891,0.119390447585385,-0.177021277912571,-0.192990954536622,-0.176163166199797
"shot_power",0.568725548688077,0.308593060902894,-0.0542975501614931,0.0463347160517883,0.328167905318258,0.33337425397569,0.309777799704553,-0.00339097380844979,-0.317132786315065,0.257201054027571,0.155404057551328,0.0836846548296721,0.0369194495668468,-0.00359453886961263,-0.16559578928792,-0.0598219175818349,0.229608939580018,0.0666736733030938,-0.512311958494981,0.393123948596811,0.247269755385683,0.0727136677009221,0.134709300461492,0.116794050350078,0.154328200042522,-0.093116122528773,0.0265037134438959,-0.12684803798809,-0.0544106210823229,0.110444942244148,-0.177776500582049,0.323244478667372,0.330854457943329,-0.0607547397164281,0.465881241889447,0.709448932658292,0.190024588170887,0.568058083097666,0.734412657370401,0.617595153874082,0.656369656092243,0.6221659154496,0.455717702740415,0.678273064905624,0.211419421992766,0.211838892133403,0.340312652799922,0.512463741952202,0.183940987465766,1,0.0423020074685459,0.252987900616265,0.116543974861599,0.826570834055397,0.150727765612941,-0.126835396093175,0.653988906611006,0.649065720642315,0.6547082108374,0.577229948699537,-0.146898230150563,-0.189667973049135,-0.219658463395566
"jumping",0.232595991313719,0.190856998784865,0.0349063296309837,0.108164952403654,0.0641888212383316,0.101163621477099,0.10920647770633,0.0551106842030646,-0.110106573055665,0.0884656894565457,0.0582200346912387,0.0236647084708471,0.00978485899997829,-0.000933215648653459,0.000500416824858641,-0.0100832246542041,0.0175027904492213,-0.01457199200047,0.046600763030721,-0.02729570070481,-0.0385908211749367,-0.0131008189738619,0.0703136181545947,-0.00893153113225535,0.0105352587093924,0.0575636204397622,-0.0174269332364486,0.0167305533613155,0.124984084176199,-0.0598377872908813,-0.109925630246043,0.0964804023181766,0.0803108693824931,-0.103867511592985,-0.0287064427811841,-0.0611203769586237,0.366516023240107,0.0340879842055139,-0.0228821453433572,-0.0585823147992111,-0.0480033787977631,-0.0676122676742453,0.00942965731676101,0.0148371957996777,0.0564045184310284,0.0811156506255134,0.0682914738790927,0.215783904664934,0.0431081328083737,0.0423020074685459,1,0.281074003615581,0.282744875683573,-0.0163878907742736,0.323271672518944,0.219864592480508,-0.0311634286427439,-0.0652887040165632,-0.0277056988724079,0.160267823856818,0.205375733745263,0.187622584467404,0.189829924100176
"stamina",0.468112458980671,0.23305542272556,-0.0550500765991086,0.023754497229513,0.198267296161574,0.253087317856836,0.209528188556138,-0.0179095016292525,-0.104818910346711,0.0696081966961106,0.0764444511722522,0.0386514662099355,0.01785048621905,0.00498716575723978,-0.0409230314898174,-0.045018063582319,0.0943880453341846,0.01956694941834,-0.210939971207635,0.167271068378222,0.0907249312448148,0.0291116057973195,0.242157345829415,-0.0320446843651869,0.147962908883129,-0.0022138976907556,-0.0243332894812718,-0.0784839848210427,0.132392516890589,-0.120588162601415,-0.212958999625265,0.243882282325273,0.147673983624261,-0.167467199459494,0.359632485471524,0.128650896182734,0.166262082647646,0.384923475913419,0.152345870499408,0.286555898170208,0.262229297977501,0.220576720267517,0.354465934865311,0.350820401859346,0.273655020746432,0.291318496722792,0.290265074093461,0.446941675845825,0.15934523238721,0.252987900616265,0.281074003615581,1,0.250162818538631,0.262647142978415,0.391830885009106,0.357549691423207,0.272597907076697,0.299423356960312,0.0900333909491086,0.371240343930408,0.319788953335689,0.308089467656298,0.286745915524001
"strength",0.351161409391646,0.365790263539961,0.386572083383979,0.724265824215476,0.0521248035987626,0.116445707237064,0.12860214101927,0.0604555461790777,-0.13717144475524,0.117762859574897,0.0549530899019182,0.0369138642222153,0.00962427282338978,0.00598658331187714,0.0388139712863655,-0.00666388415443879,-0.0225349313805997,-0.0309294910863273,0.164808289093463,-0.124987687048327,-0.0824515438916795,-0.0241371988625378,0.0540459886345612,-0.0515284950454903,-0.0858331976051751,0.104255036833705,0.0246434442338369,0.112409724125983,0.179645366585904,-0.0597755665572275,-0.095457539252024,0.110077954944633,0.0947865277875568,-0.154928088956972,-0.170275206740829,-0.119177883113182,0.649328612476756,0.0594622397481233,-0.0662308544471382,-0.227508800769058,-0.15536495558427,-0.1149320657821,0.0494107776497478,-0.0349807021574967,-0.380841450153697,-0.265658540634249,-0.424273227587077,0.280139601423217,-0.590944597734092,0.116543974861599,0.282744875683573,0.250162818538631,1,-0.0415079939092779,0.521720211457839,0.35035811869252,-0.133773661295384,-0.127511168497799,-0.0390327929500265,0.262884553442155,0.334995898378535,0.330459113733961,0.293058287561271
